1	1	1	23.36	24.53	14	1		5
1	1	2	13.96	14.10	14	1		1
1	1	3	23.59	25.94	28	1		10
1	1	4	28.15	39.41	28	1		40
1	1	5	22.44	33.67	28	1		50
1	1	6	25.17	30.21	28	0		20
1	1	7	23.63	30.72	14	0		30
1	1	8	18.48	18.67	28	0		1
1	1	9	21.47	27.91	28	0		30
1	1	10	16.06	17.67	14	0		10
1	1	11	24.44	26.89	14	0		10
1	1	12	14.26	14.98	14	1		5
1	1	13	14.66	20.52	14	1		40
1	1	14	15.95	23.93	28	0		50
1	1	15	5.28	5.33	28	0		1
1	1	16	27.19	38.07	14	1		40
1	1	17	21.63	25.95	28	1		20
1	1	18	16.23	19.47	28	1		20
1	1	19	26.85	34.91	14	0		30
1	1	20	11.44	12.01	14	1		5
1	2	1	19.49	29.23	14	0		50
1	2	2	18.79	20.67	14	1		10
1	2	3	21.60	22.68	28	1		5
1	2	4	21.56	25.88	28	0		20
1	2	5	15.68	17.24	28	0		10
1	2	6	19.85	27.79	28	0		40
1	2	7	19.18	19.37	14	1		1
1	2	8	23.14	23.37	28	0		1
1	2	9	25.47	35.65	28	1		40
1	2	10	25.55	33.21	14	1		30
1	2	11	15.68	18.82	14	0		20
1	2	12	20.39	26.50	14	0		30
1	2	13	13.93	14.63	14	1		5
1	2	14	14.43	14.58	28	0		1
1	2	15	19.97	29.95	28	0		50
1	2	16	27.66	29.05	14	1		5
1	2	17	16.15	22.61	28	1		40
1	2	18	21.86	26.23	28	1		20
1	2	19	18.87	24.53	14	1		30
1	2	20	25.59	28.15	14	0		10
1	3	1	2268.83	2271.10	28	1		1
1	3	2	2916.94	3033.62	14	1		40
1	3	3	870.58	879.28	14	0		10
1	3	4	2431.09	2504.02	28	1		30
1	3	5	2159.38	2224.16	14	0		30
1	3	6	1346.16	1413.46	14	0		50
1	3	7	1783.20	1872.36	28	0		50
1	3	8	2171.31	2173.48	14	0		1
1	3	9	3789.20	3808.14	14	0		5
1	3	10	3384.72	3520.11	28	1		40
1	3	11	1325.06	1351.56	28	0		20
1	3	12	3517.46	3622.99	28	1		30
1	3	13	2362.70	2457.21	14	1		40
1	3	14	1968.47	1988.16	28	0		10
1	3	15	2357.37	2359.73	28	0		1
1	3	16	1897.52	1907.00	14	1		5
1	3	17	1937.93	1976.69	14	1		20
1	3	17	2744.85	2772.30	28	1		10
1	3	19	2704.52	2758.61	14	0		20
1	3	20	2708.60	2722.14	28	1		5
2	1	1	27.10	28.45	14	1		5
2	1	2	21.46	21.67	14	0		1
2	1	3	20.99	23.09	28	0		10
2	1	4	27.94	39.11	28	1		40
2	1	5	15.98	23.97	14	0		50
2	1	6	23.48	28.18	28	1		20
2	1	7	24.18	31.43	28	1		30
2	1	8	18.78	18.97	14	1		1
2	1	9	21.08	27.40	28	1		30
2	1	10	14.17	15.59	28	1		10
2	1	11	14.26	15.69	14	1		10
2	1	12	20.52	21.55	28	1		5
2	1	13	23.61	33.06	14	1		40
2	1	14	32.93	49.39	28	1		50
2	1	15	16.67	16.83	28	1		1
2	1	16	20.94	29.31	14	1		40
2	1	17	19.59	23.51	14	1		20
2	1	18	10.33	12.40	28	1		20
2	1	19	17.81	23.15	14	1		30
2	1	20	11.03	11.58	14	1		5
2	2	1	24.20	25.41	14	1		5
2	2	2	15.56	15.72	14	1		1
2	2	3	20.50	22.55	28	0		10
2	2	4	17.28	24.19	28	0		40
2	2	5	21.52	32.28	14	0		50
2	2	6	17.00	20.40	28	0		20
2	2	7	22.45	29.18	28	0		30
2	2	8	23.70	23.93	14	1		1
2	2	9	28.56	37.13	28	1		30
2	2	10	19.03	20.93	28	1		10
2	2	11	9.31	10.24	14	1		10
2	2	12	15.80	16.59	28	0		5
2	2	13	26.77	37.48	14	1		40
2	2	14	14.64	21.96	28	1		50
2	2	15	24.80	25.05	28	1		1
2	2	16	20.62	28.87	14	1		40
2	2	17	27.18	32.62	14	1		20
2	2	18	10.20	12.23	28	1		20
2	2	19	19.01	24.71	14	0		30
2	2	20	13.96	14.66	14	0		5
2	3	1	1455.47	1462.75	14	1		5
2	3	2	2016.28	2018.30	14	1		1
2	3	3	2276.26	2299.03	28	1		10
2	3	4	2550.31	2652.32	28	1		40
2	3	5	2772.11	2910.71	14	1		50
2	3	6	2042.97	2083.82	28	1		20
