1	1	1	10.83	11.37	14	0		5
1	1	2	28.01	28.29	14	0		1
1	1	3	18.40	20.25	28	0		10
1	1	4	22.31	31.23	28	1		40
1	1	5	19.11	28.67	28	0		50
1	1	6	24.96	29.96	28	0		20
1	1	7	14.95	19.43	14	0		30
1	1	8	22.27	22.50	28	0		1
1	1	9	14.66	19.06	28	0		30
1	1	10	20.02	22.02	14	1		10
1	1	11	25.48	28.02	14	1		10
1	1	12	9.91	10.41	14	1		5
1	1	13	14.33	20.07	14	1		40
1	1	14	29.71	44.57	28	1		50
1	1	15	25.87	26.13	28	0		1
1	1	16	26.14	36.60	14	1		40
1	1	17	25.46	30.56	28	1		20
1	1	18	22.91	27.49	28	1		20
1	1	19	22.83	29.68	14	0		30
1	1	20	26.89	28.23	14	0		5
1	2	1	20.36	30.54	14	0		50
1	2	2	16.03	17.63	14	1		10
1	2	3	9.16	9.62	28	1		5
1	2	4	17.23	20.68	28	1		20
1	2	5	20.88	22.97	28	1		10
1	2	6	19.28	26.99	28	0		40
1	2	7	21.48	21.69	14	1		1
1	2	8	10.00	10.10	28	1		1
1	2	9	18.65	26.11	28	1		40
1	2	10	24.11	31.34	14	1		30
1	2	11	18.11	21.73	14	0		20
1	2	12	22.89	29.75	14	1		30
1	2	13	15.91	16.71	14	1		5
1	2	14	18.73	18.92	28	1		1
1	2	15	12.71	19.06	28	0		50
1	2	16	17.31	18.18	14	1		5
1	2	17	19.59	27.43	28	1		40
1	2	18	22.19	26.63	28	0		20
1	2	19	26.67	34.67	14	1		30
1	2	20	14.24	15.67	14	1		10
1	3	1	2361.97	2364.33	28	0		1
1	3	2	1439.62	1497.20	14	1		40
1	3	3	1388.32	1402.21	14	0		10
1	3	4	2196.84	2262.74	28	0		30
1	3	5	1542.68	1588.96	14	1		30
1	3	6	2159.10	2267.05	14	0		50
1	3	7	2678.74	2812.68	28	0		50
1	3	8	2326.24	2328.57	14	1		1
1	3	9	1874.75	1884.13	14	1		5
1	3	10	2361.62	2456.08	28	0		40
1	3	11	2394.69	2442.59	28	0		20
1	3	12	2392.55	2464.33	28	0		30
1	3	13	2909.42	3025.80	14	0		40
1	3	14	1697.74	1714.72	28	0		10
1	3	15	1641.77	1643.41	28	0		1
1	3	16	3018.31	3033.41	14	0		5
1	3	17	2644.26	2697.14	14	1		20
1	3	17	2240.98	2263.39	28	0		10
1	3	19	1848.90	1885.88	14	0		20
1	3	20	455.02	457.29	28	1		5
2	1	1	9.94	10.44	14	0		5
2	1	2	26.48	26.74	14	1		1
2	1	3	17.71	19.49	28	1		10
2	1	4	25.61	35.85	28	1		40
2	1	5	18.56	27.84	14	1		50
2	1	6	19.11	22.93	28	0		20
2	1	7	20.01	26.01	28	1		30
2	1	8	20.95	21.16	14	1		1
2	1	9	20.05	26.07	28	1		30
2	1	10	17.89	19.67	28	1		10
2	1	11	23.67	26.04	14	0		10
2	1	12	22.92	24.07	28	1		5
2	1	13	18.60	26.04	14	1		40
2	1	14	20.72	31.07	28	1		50
2	1	15	19.30	19.49	28	1		1
2	1	16	14.76	20.66	14	1		40
2	1	17	22.02	26.43	14	1		20
2	1	18	22.69	27.23	28	1		20
2	1	19	22.70	29.51	14	1		30
2	1	20	19.15	20.11	14	1		5
2	2	1	13.30	13.96	14	0		5
2	2	2	14.04	14.18	14	0		1
2	2	3	29.32	32.25	28	1		10
2	2	4	25.55	35.76	28	1		40
2	2	5	15.01	22.52	14	1		50
2	2	6	18.40	22.08	28	0		20
2	2	7	26.70	34.71	28	0		30
2	2	8	18.04	18.22	14	1		1
2	2	9	24.91	32.38	28	0		30
2	2	10	25.14	27.65	28	1		10
2	2	11	18.98	20.88	14	1		10
2	2	12	19.78	20.77	28	1		5
2	2	13	21.72	30.41	14	1		40
2	2	14	27.50	41.25	28	1		50
2	2	15	18.27	18.45	28	1		1
2	2	16	23.80	33.32	14	1		40
2	2	17	13.92	16.71	14	1		20
2	2	18	25.91	31.09	28	1		20
2	2	19	29.41	38.23	14	1		30
2	2	20	14.06	14.76	14	1		5
2	3	1	1889.94	1899.39	14	0		5
2	3	2	1433.21	1434.65	14	1		1
2	3	3	2423.38	2447.61	28	1		10
2	3	4	1179.72	1226.91	28	1		40
2	3	5	2346.62	2463.95	14	1		50
2	3	6	2443.37	2492.24	28	0		20
2	3	7	802.52	826.59	28	1		30
2	3	8	2227.35	2229.58	14	1		1
2	3	9	2097.72	2160.65	28	0		30
2	3	10	1078.45	1089.24	28	1		10
2	3	11	2448.03	2472.51	14	1		10
2	3	12	2499.14	2511.63	28	1		5
2	3	13	2963.13	3081.65	14	1		40
2	3	14	2063.27	2166.43	28	1		50
2	3	15	2606.53	2609.13	28	1		1
2	3	16	2122.46	2207.36	14	1		40
2	3	17	2267.25	2312.60	14	1		20
2	3	18	1895.89	1933.81	28	1		20
2	3	19	1733.20	1785.20	14	1		30
2	3	20	2394.54	2406.51	14	1		5
3	1	1	24.20	25.41	14	0		5
3	1	2	26.45	26.72	14	0		1
3	1	3	9.56	10.52	14	1		10
3	1	4	25.95	36.34	28	1		40
3	1	5	21.14	31.72	28	0		50
3	1	6	17.18	20.62	28	0		20
3	1	7	21.75	28.28	14	1		30
3	1	8	18.36	18.54	14	1		1
3	1	9	7.87	10.23	14	0		30
3	1	10	13.60	14.96	28	1		10
3	1	11	21.66	23.82	28	1		10
3	1	12	24.41	25.63	14	1		5
3	1	13	27.22	38.11	28	1		40
3	1	14	18.47	27.71	28	1		50
3	1	15	24.78	25.02	14	1		1
3	1	16	20.55	28.77	14	1		40
3	1	17	25.07	30.08	28	0		20
3	1	18	26.83	32.19	28	1		20
3	1	19	22.66	29.46	28	1		30
3	1	20	24.66	25.89	14	1		5
3	2	1	21.00	27.31	14	0		30
3	2	2	13.40	16.08	14	1		20
3	2	3	20.95	23.05	14	1		10
3	2	4	20.07	28.09	28	0		40
3	2	5	11.31	13.57	28	0		20
3	2	6	15.67	20.37	28	0		30
3	2	7	23.73	30.85	14	1		30
3	2	8	27.40	28.76	14	1		5
3	2	9	15.39	15.55	14	1		1
3	2	10	25.36	27.90	28	1		10
3	2	11	14.79	20.71	28	1		40
3	2	12	24.69	25.92	14	1		5
3	2	13	13.39	13.52	28	1		1
3	2	14	13.41	18.78	28	1		40
3	2	15	21.88	22.10	14	1		1
3	2	16	20.37	21.39	14	1		5
3	2	17	16.99	20.39	28	1		20
3	2	18	17.06	25.59	28	0		50
3	2	19	13.84	20.77	28	1		50
3	2	20	28.08	30.89	14	0		10
3	3	1	1930.76	1988.68	14	0		30
3	3	2	2097.75	2139.70	14	1		20
3	3	3	1858.62	1877.21	14	0		10
3	3	4	1567.80	1630.51	28	1		40
3	3	5	2209.91	2254.11	28	0		20
3	3	6	1966.34	2025.33	28	0		30
3	3	7	2609.76	2688.06	14	0		30
3	3	8	1767.21	1776.05	14	1		5
3	3	9	2211.80	2214.01	14	1		1
3	3	10	1815.11	1833.27	28	0		10
3	3	11	2384.33	2479.71	28	1		40
3	3	12	2111.04	2121.60	14	1		5
3	3	13	929.41	930.34	28	0		1
3	3	14	1862.99	1937.51	28	0		40
3	3	15	2376.12	2378.49	14	0		1
3	3	16	2372.68	2384.54	14	1		5
3	3	17	1961.17	2000.39	28	0		20
3	3	18	1552.00	1629.60	28	0		50
3	3	19	2440.02	2562.02	28	0		50
3	3	20	2330.26	2353.56	14	0		10
